id_quiz;id_cours;titre;nb_questions;score_max;duree_minutes
00d46b66-47d7-419b-8d59-5e70d1ad9c96;ae6213dc-5c93-4843-907f-eaa7e15f3014;Quiz 4567 - maintenant;23;60.81;441
00d8b0a1-0b3f-4246-9c69-64d68add160f;7e3a2977-2dd2-445b-bf41-f987458d3005;Quiz 4722 - air;25;68.39;385
00e52cd8-65c7-4152-bcff-cafae1c8ad3e;6fe5061c-8edb-4681-9aa3-c17dbee19f12;Quiz 152 - situation;6;17.81;47
00f5c18a-171b-4374-b1fa-781336519d4a;2568fce1-8654-402f-bb79-581a6e224f6e;Quiz 933 - choix;19;55.74;110
0113a303-7a24-4379-90fb-9301dc7933aa;59a2be59-1777-405f-9d56-572f415199e7;Quiz 2090 - qualité;9;44.17;-3
011aa259-3b8c-4856-99db-52266d503f44;4fabd506-8545-446f-909b-b90790228168;Quiz 956 - offrir;28;35.12;-4
0121c296-24a8-477d-8fa1-b72e04505990;d5473a17-cc21-4832-bb88-ad4f993d386e;Quiz 788 - contraire;26;21.94;337
01399720-3c23-4f3a-8cfd-515fed5eea4b;970f3327-2322-45e9-b36f-d730061d549c;Quiz 1470 - table;24;21.21;18
0142dc8d-c3af-45ca-a96d-c27ffddb50d6;30b65068-8ee6-458c-a722-3cbf9a977c93;Quiz 902 - d'abord;29;33.27;77
014a2077-2d17-46d0-bd86-e4979d043985;a2625082-c8ca-4c1e-9e10-12f05cefc471;Quiz 1051 - aussitôt;16;22.53;114
01559f40-72c9-4698-bf9a-1993f9904a2d;fa74e92d-c086-4080-baf1-907c98ab93a5;Quiz 4660 - curieux;14;87.59;-6
01587cd6-e520-47e9-bd03-1f3543c0e3cd;b8484968-311c-48c5-9742-660ed683983f;Quiz 4751 - aspect;13;83.95;376
01b3d59c-dbea-424b-83c7-14dca5d5e0fe;8a86503b-445b-45c3-a98a-7a59e7b59a45;Quiz 4697 - longtemps;20;12.82;38
01c42627-028b-4305-8d69-d289e5599e77;59eb6816-4294-4096-a297-e6be314ff11f;Quiz 1416 - affirmer;11;12.78;462
01c8617e-8b08-40b4-b33a-3d8331d210c8;5b842c89-7875-4d1c-a014-a3496e91b2c4;Quiz 689 - causer;23;83.63;-8
01c8e88f-0349-4e46-bd69-9a994da635fe;c8dc6cc6-8771-4fc7-b4ea-2d956eb4557e;Quiz 4579 - épais;21;11.22;354
01ce5327-0cf2-4ee8-891d-6c7b9eb992a0;bde9f613-da61-4fea-ab5c-2dc585ff578d;Quiz 1520 - front;29;87.89;497
01d76bc5-7b21-49c4-bef7-85c39dc5a640;0f003329-0804-490f-ae4f-c5d1a480b985;Quiz 1745 - haut;22;99.42;-5
01dce9fa-8375-495c-bb7a-e6129372dd24;c8dc6cc6-8771-4fc7-b4ea-2d956eb4557e;Quiz 2123 - attirer;27;38.92;108
01e3c12d-4c18-47b1-865d-1fa56490d82d;cc8f847e-7be9-4909-ae23-13439b469909;Quiz 1185 - tache;21;65.86;-8
01ec76f6-5e4f-4679-b0c9-fe41a4917aa2;aaa5b4f7-9205-4977-bb35-b6fd5981e7bf;Quiz 493 - réussir;27;12.11;97
01ed1db7-2483-463d-90fa-754b49af2802;03b3dd71-b605-42fc-b0db-43dceb73a410;Quiz 1317 - approcher;7;97.16;-4
01ee6735-0736-4ca0-9f70-2066618811d1;c2b72bc4-30b5-462c-8c03-f211437597d2;Quiz 2016 - trois;29;67.29;349
01fc63d9-1609-4980-b528-ce8e2d47a760;fa6bb27c-2478-42af-8973-b0495cd8c8fb;Quiz 4529 - traverser;13;50.75;23
0201b09e-bd71-4717-8058-91d53ce38ce7;25e9a65c-1b20-4990-a71e-eccad62a9d06;Quiz 3045 - pointe;8;34.84;439
0202fb1e-11d5-4ba9-b15a-175d882665b5;fcca6399-9005-4183-9700-8668afc03ea4;Quiz 2666 - début;30;78.39;241
02079621-65a7-4ffc-86fa-13da4429ef42;b5fa7ad9-072a-4675-be56-6b4dc78b99bd;Quiz 2843 - voisin;15;56.37;39
021d433f-25b1-441f-b0a0-8860247121b9;a15daf69-83b4-4b50-a847-0b562b4718d1;Quiz 323 - recherche;6;61.82;41
024abf9b-bc0c-45b3-9511-5754fdc1b43f;82cfe027-00a1-4c59-aa0f-4b62238f55ef;Quiz 1389 - même;7;28.4;-5
024becc6-2b22-45ca-ad22-cab542edd1be;e7f0fcb1-b810-4aef-97e4-23a7068d1b77;Quiz 2169 - devant;20;97.45;119
02512976-a29d-48be-abe3-e1f8d746646f;c29b8fd0-daa3-4891-960a-572051aaa3cc;Quiz 1598 - fixer;19;57.33;320
025fdd44-99a7-4d3e-932a-9b25ccb63125;10d4884f-4f26-439f-8829-c855d6dadfe5;Quiz 4231 - livrer;28;80.49;64
02682463-a51e-4bea-b444-e68cb1aebb15;b377ef73-a0dc-4fd6-be79-c140f8e68dee;Quiz 3324 - absence;29;56.26;495
027c2e93-07c1-4b41-af27-8bde52fc42e6;9f8ca032-7540-472e-99a4-825c13232cfa;Quiz 1904 - jour;29;82.94;-3
0293df20-0044-4053-82bb-6d5da25e197f;0805c3b2-2f52-439b-a05e-12a964e11967;Quiz 180 - pencher;8;52.82;222
02974471-9720-48ba-aea1-821ab8b9de88;e6bf023a-2967-4fc2-a823-e4367e7c4d9b;Quiz 4468 - possible;12;19.42;88
02a31d3b-6519-4c6d-a095-d1234d449d7b;61cfa330-a94d-4268-a6e4-caf9174d8af2;Quiz 2109 - profiter;30;22.69;92
02a62e51-20ad-4050-9257-8f6d0a9c48d5;33dca22d-3d8f-4464-8304-c8c333e44a15;Quiz 1693 - plaisir;26;14.4;-3
02b47205-d323-4935-b66a-b33cb4a696fa;624775fb-7e09-47d1-a611-ea06c2946893;Quiz 836 - travail;8;46.05;120
02b7bd9d-fb20-451d-a635-a7b542c73808;4df498a0-ca58-4a1d-a225-7b4de48096d8;Quiz 3086 - circonstance;30;30.7;37
02b7d3c3-1d23-490f-b06f-f85ac1c19169;ab45a7c1-4616-4a8b-a486-7f0ec2a8a4c6;Quiz 778 - contenter;6;77.69;72
02c24709-2145-437a-95ee-8b24a4703218;2cb8a9a4-affc-43d9-b061-c8780b15e702;Quiz 1374 - pied;6;50.22;38
02cc9498-ddca-47f3-9637-5a041f3cda16;30b65068-8ee6-458c-a722-3cbf9a977c93;Quiz 4693 - valoir;11;95.71;451
02df96b1-4403-4963-a029-ff74af83cda8;de31742f-93dc-4c15-bf7f-39d2683931b7;Quiz 1621 - arme;29;79.07;-9
02f028e5-2992-43a4-9dad-e561e5bb71e4;07ffb941-0cea-4f67-be37-4347ade6ecae;Quiz 4927 - beau;18;99.44;21
030b2543-576d-44d5-a984-5d78158b177f;63142430-fac1-4261-b443-ebd64717f177;Quiz 837 - faible;6;82.4;11
030c6092-6ab5-4fc2-a750-ee370ba248bf;84a463c5-f96e-4fbb-8155-72221da801a8;Quiz 2355 - grandir;29;64.53;0
0310fc59-d2ec-4a9e-a836-eb7bae57c858;fee51fd2-8605-4269-8c56-cd375f72c3ce;Quiz 2922 - briller;8;34.66;53
03170ed7-23d5-4aa1-bb78-7b114a7274de;02ebd002-b584-4d22-b4b9-08d45f09645e;Quiz 4117 - nombre;25;41.19;468
032311f3-9ffd-4eb4-b95e-899a931391bf;aa1a6ff5-9c15-429d-84f9-253270ab7850;Quiz 2362 - chant;24;24.49;-2
0328da5a-9495-431b-8535-91cf82767ea1;50675609-245a-46d1-ad8f-368ea00081f9;Quiz 72 - précéder;5;97.55;224
032b0796-f88c-4f1d-8a85-98195f4bfb9d;00f9305f-0cbf-4d82-a328-c4f543dc1ea5;Quiz 2860 - mur;28;49.46;36
036b3bb6-84c9-4847-9a7a-8a2429aec632;97a1208d-55c7-4c0b-b10f-429c1d9ac049;Quiz 3509 - travailler;27;91.86;-8
036e808b-6a58-450e-8d60-0bdf2a096acd;f5655805-e9c7-474c-b2b8-ce3352df87cc;Quiz 1807 - supposer;17;11.81;447
0376d9eb-b669-4cfd-b6e6-40bc5bc18f24;3d6d5922-674b-47c2-a06f-f1ffab5a4f86;Quiz 3636 - queue;26;83.79;56
03add216-c3b7-4a80-8819-92c6d49ef1b5;6d16f155-837e-4641-ba9a-0bf65ee31f7e;Quiz 4653 - plutôt;12;52.46;403
03ae8f87-16a1-441b-824a-62fc341c93cb;c07fd777-7891-4d5c-ba4d-343fd9efb70f;Quiz 1989 - ordre;24;82.97;-8
03b77165-7b03-4ee5-8a69-3ab15bd3dc6d;8853c3fb-5a81-462d-8dec-09353bca0d25;Quiz 357 - colline;24;24.67;106
03ca7ed4-de5f-4b6a-9db4-c7804de48555;c20a1481-e9b2-4951-b08e-2a76abb145d0;Quiz 4399 - étonner;15;96.02;41
03e14b25-b69f-406e-8ad1-240c5b84acd5;34338e15-54c3-4e50-afad-ea2656b569f6;Quiz 1526 - présent;20;85.73;63
03eba567-42e1-4861-885a-b4c58db0bdb1;69d42ecd-ecb0-41cc-a651-e40dbe482c1b;Quiz 2282 - examiner;13;28.31;339
03ed12ed-5c8e-4009-ac5e-b9dea6cf775f;89db2c1b-3f8a-4de5-82be-93f4e8293dcf;Quiz 3870 - étranger;24;99.84;-4
0406da15-d7a0-464a-b6f8-a38bb1a639ca;7899eb38-1922-41fe-a53a-153f5aa28f7f;Quiz 4805 - enlever;18;13.24;51
040ac99e-4829-4e2e-9d3e-511055e3bef1;e4d3d072-c880-4ad7-9739-452ebb719461;Quiz 4063 - minute;22;46.94;22
04148f70-b27d-41c8-a45a-a13ad633c78a;a337daa7-41ee-449a-a3c0-35092c758c90;Quiz 2875 - apprendre;16;43.81;-3
04291432-b662-4ff2-a710-fc79ef779e39;1ed5f68a-98e6-4bec-a9c7-c0a66b2d1ab4;Quiz 2292 - saisir;10;93.85;63
042a6ef4-7cd1-40d0-89d1-9d9c7c738aaa;edf14b64-dd0b-4cf7-8680-23119ec7841f;Quiz 3963 - terrain;11;88.06;-1
042d600f-cd85-46ed-827c-9628c71e8277;96fd5a7a-ede0-4192-b03b-55995b200243;Quiz 3238 - conversation;7;66.61;72
043ed003-4b26-47a2-8c3a-973a7d8d89d3;0fbf6f99-8166-47e6-8d60-4e505c0dbfc2;Quiz 1211 - plan;17;81.94;38
044f125b-d495-4cee-88d5-dd47b6dc2129;1f9b6268-ff0e-464b-82f1-efc6e5cb3019;Quiz 4678 - davantage;26;77.16;109
04568345-64f6-4545-8520-4e030fa023e6;c989d738-2d3e-4771-8543-c1341d932435;Quiz 503 - près;7;89.58;352
04664b07-9ff8-4054-899a-628865db1989;e64f9add-f42b-45f5-a40f-394d3fb0e008;Quiz 134 - voie;14;23.52;219
048259c2-900e-4a55-92b6-b016fa41c4f7;61cfa330-a94d-4268-a6e4-caf9174d8af2;Quiz 1383 - surtout;14;16.52;0
048502a2-09e0-4a82-8976-b45495493a0e;7a3a20a4-c8eb-48af-ac0b-8990d2cb853a;Quiz 3414 - type;22;90.8;224
04871585-aece-4be6-add9-733b4da819d6;9bb9caf9-e148-43ac-888a-550776a4ae81;Quiz 875 - reste;25;12.66;253
048e973d-5c81-4c73-ba11-47e9a5afa317;8269b253-4997-43f1-a78d-3b9e7a14a62a;Quiz 2997 - erreur;18;82.86;57
049faf6a-a258-441d-b0a5-fb2eb64cfb6a;632969a3-3dbf-4fa4-8316-29b693ddc8bc;Quiz 442 - sourire;26;41.87;45
04a3fa61-cea9-4f29-b694-6370d5ec9a7a;3276a8d0-81d0-432e-912a-2fd8c35285ac;Quiz 3127 - recueillir;20;68.81;322
04a7f334-e75b-4db5-9cf7-6071056439aa;3f893127-556c-420a-a3b1-b984230ab937;Quiz 3050 - science;12;48.33;-4
04b132a7-e9e1-4dd6-9d92-7ee243ff4e2c;58b5268f-4feb-42f0-a2bf-0dfaf56c2f13;Quiz 1513 - angoisse;26;15.75;-1
04b14e90-0722-4cb7-9c33-d8ae700806f6;31ada668-7d96-43a4-99de-15bfd26409d2;Quiz 3157 - résoudre;14;78.76;97
04b44127-1612-47c4-b959-192d7a2bf878;f0554504-5b3a-4d8a-9397-81925165337d;Quiz 795 - beauté;13;48.72;72
04b9752c-ee1e-40d3-bbb1-6de8ad0a810f;f9277511-bf3d-435f-9102-07fb25a655a0;Quiz 73 - commencement;13;51.74;430
04e07e1b-c05f-43e8-8279-b9a7b8c6018c;a763c52a-91ab-465f-a53e-0ca72251cbfd;Quiz 3605 - moyen;11;33.97;-1
04eb59df-c228-47ca-8c5e-adb6e123823f;d8373543-3a65-4204-95e4-c23952094ec7;Quiz 4846 - large;21;27.68;-6
04f21001-ee48-489a-adaa-a82306b7932b;394d4684-3d9f-4f9a-a98c-6f9dccf3340c;Quiz 1664 - conclure;11;66.61;-9
04f9f5fa-06b8-4d23-82d9-8f30fb47de8f;048ef989-53b5-4936-8b5b-ae2c67a7c5d8;Quiz 3453 - froid;12;16.42;-7
0506051e-d268-4301-bb57-48ce82cb4763;fb45c775-22c0-41b2-bc40-28115d00f9e7;Quiz 2510 - or;14;56.06;249
0508c095-79c9-4661-a186-d2fb0cbb823a;385c808c-9ff3-4e53-873c-4b8b07e157f5;Quiz 3582 - installer;29;56.01;465
050b0ea5-796f-4183-9896-9320080f2392;d629b42c-efe2-4369-bee9-f7805ac7c747;Quiz 3555 - ferme;18;31.22;495
051051f0-7eac-4bf9-a1d1-6c493a9d6bf1;b8323ba7-9c37-4499-97d3-88822690c231;Quiz 2841 - même;17;43.4;309
0530485e-6ec6-4e84-bdd7-243dabd05653;0e4b3db0-4082-4351-bebe-6a029138bb64;Quiz 4294 - doigt;22;86.72;-9
0535cb4c-229a-4605-9395-3cfaf7f5f9dd;98f3f940-87dd-43cf-99b8-aafc6e0d22fe;Quiz 4492 - abattre;5;18.62;38
0535d50d-4986-427c-a9d5-24bf6b7d8cfd;07ffb941-0cea-4f67-be37-4347ade6ecae;Quiz 125 - recueillir;29;85.68;91
054ad513-54ec-4d04-a56c-252555bc9440;e46056cc-1323-4725-8e52-ea9da22e34fb;Quiz 3764 - recherche;9;52.22;-10
0557a66d-2fce-4cc9-858e-5224600f7647;bb8948b8-8aa7-42e4-907b-cb4024ed2183;Quiz 1339 - terre;9;42.44;9
05644030-e904-4327-b633-e6eefe4db3da;08895b6f-6d05-4ff4-9090-1096313d17df;Quiz 549 - peur;25;58.12;7
057dc0dc-3a57-4dd1-a10f-95e53243f690;ed38e2ab-cc5d-46fa-bd74-cd67b9813f9f;Quiz 3470 - vous;13;10.41;310
057fa0e0-3f89-4c65-b234-fe85978994ef;72d52a38-f149-4284-b698-8449252c9dce;Quiz 4424 - branche;23;11.22;-4
059f3ac9-f6bd-47a4-ad53-c96eb25a1357;8f1b6507-c30c-4a0c-9c86-d0e03220f20b;Quiz 4612 - manger;12;59.63;78
05a1e168-5ac8-43ed-9a06-63342e4483e7;d85b33fc-e04a-46dd-90d9-5c0709e00ca0;Quiz 1768 - commencer;5;53.72;11
05a45805-810a-463d-a495-8defe8b10e25;b94bedac-a795-4a7b-af6b-20b67e9ea3fe;Quiz 2072 - garçon;24;42.75;267
05b9a7ae-4659-4704-a983-0dcb655f14d4;826b9cfa-5b40-4689-bd1c-42e3ed62b9e2;Quiz 2914 - heureux;23;73.52;89
05ca177b-9950-4eac-9f65-eb66e7cffddd;2c81da54-2567-49f8-b7ee-fbe846eaef38;Quiz 4725 - vague;8;56.54;-6
05cee7c0-03cb-4c3d-9f7f-c1f3fb2398ac;be0fa0ae-0300-4596-b16f-fe7e694fd8a0;Quiz 1378 - ciel;29;52.93;315
05d160b4-5cd2-4391-b6a6-af73f25cf8fb;b28b465c-935d-4618-a6d5-84c87e1957ae;Quiz 805 - jaune;22;93.22;-2
05ebb001-79f6-4a4c-98d4-5cdb079f0ec4;42900b25-966a-4604-981f-acb8389d9b0c;Quiz 1535 - garde;10;73.44;288
05f16500-75ad-4e42-afcd-e677c6cbb800;2b5ade79-934b-4fb5-a429-ec915290f6cb;Quiz 1586 - six;25;21.37;448
05f64c65-7ab9-4ddc-b647-7b7429d7508e;db242367-da66-45db-bc63-e6088c8f5eea;Quiz 953 - parole;5;15.45;-4
05fad223-c42a-4c80-af70-d6accf5db389;322efaf7-76df-4550-b16b-c34233a22f74;Quiz 2414 - effort;7;66.06;118
05fbdadd-70ed-47c5-8f3e-9650b64aec24;f9d97dc3-457b-4f3f-a296-5524a87a2e82;Quiz 1087 - raconter;22;97.89;269
06185d39-32bb-4855-a6d7-fa30f788b24c;52debfb6-90cc-48a4-a0a5-9c84605a92ad;Quiz 820 - mêler;25;69.81;-10
0634fe7a-a345-4e40-ab5f-110368c51c70;40bbd20b-a498-4767-8bda-2bb38a32c508;Quiz 1896 - toi;14;77.77;-5
063ca082-fe4a-4229-bde3-f741200cad0a;f7be1392-a53a-4bf4-9f04-1f8f5808468e;Quiz 1242 - auteur;25;57.95;71
06447e68-c831-4b11-9335-11926482329d;c22b8f93-dd6b-43c4-97fd-95d16ced35d8;Quiz 3897 - but;16;43.13;-2
06727234-5be1-49c2-a78d-7388168b4d2d;46428790-6cc8-46d2-a85c-330c844eb351;Quiz 2332 - aucun;25;54.5;80
068a710f-85c1-4040-9807-aecebafd4d70;9294aab0-f494-4c53-a09b-5c95e2399003;Quiz 910 - ligne;30;96.65;-5
068c3028-1927-440b-b905-a523054b00d8;ce0d6762-292e-4723-8f88-2d75b9a5d53a;Quiz 692 - après;11;73.35;-8
068fdc3f-c4f5-442c-b4e3-639494e88476;eea8c297-5aca-429a-abf1-df290cfbed12;Quiz 3901 - planche;26;65.6;-10
06923706-3897-4fba-baca-7c0363a44812;c81017e3-ece1-4728-9146-0b9aa65e44e4;Quiz 1847 - riche;6;23.91;-2
069ecf06-07f2-4691-8069-038f9e937bd0;d9c7e094-3544-41c5-b67e-210a44387a97;Quiz 2454 - complètement;14;83.8;475
06a25581-17d0-4f4b-b2c7-563fc894197c;54fc6240-e45f-4b98-8e77-2a7b30b3c32c;Quiz 3711 - secours;12;44.2;109
06c77312-7a9b-420b-8d51-f6a6f78b7cf0;b1c6ba7f-97a9-474a-9845-5c8656350bb6;Quiz 1343 - lumière;24;60.36;404
06c9e0c9-903b-49bc-8489-8f12d4ab1931;a3288ef7-018a-4626-925a-edd5974ca374;Quiz 4647 - bas;23;86.23;99
06ccbd56-ddda-4560-a6ad-348cbdb75da8;cf502008-3ecc-4ba1-8904-2827cb2b9915;Quiz 181 - prince;17;18.85;62
06cf56df-5933-4581-a74b-5e02fb956048;a4911739-ec82-4b0b-8501-3712ca717eea;Quiz 4528 - rêve;19;67.22;462
0708d154-bddd-4959-9320-f13a5c822ccc;b8cf97b2-b344-4472-87ac-871591496e76;Quiz 1988 - garde;30;48.22;433
071f5939-5e91-46df-abf4-24f0a1cec6b8;22b13020-af54-44d9-a571-fb90e0214816;Quiz 2982 - souffrir;18;67.92;286
0720f2be-035f-4b88-b9da-afceed4adbd6;cf84e712-e27d-4d76-9c52-fce70ab0a2f6;Quiz 2037 - étage;13;89.46;-5
0726e566-1f41-4e9b-a341-c010ba187ef5;5fc4a8b8-d5c5-47d0-9d7b-8663f20892c0;Quiz 2900 - diriger;24;30.92;58
072df956-cfdc-4cff-ad2f-54655ac6b540;81c0adaf-0e36-460f-990b-d9aed46b530c;Quiz 4104 - demain;8;13.64;471
0737e072-cdcf-4336-a75f-df837a0123f8;25395e03-fbce-489d-97c6-b82f004b4b50;Quiz 1808 - drôle;10;18.03;-8
074c3eac-b02f-4fd9-8e7b-1eb4d50dadba;80a7bcdc-131a-4115-99b0-e1564571d04a;Quiz 1624 - mieux;10;68.29;232
07655f6a-e324-4a18-b2ae-4aa92b1eb101;601aa86e-5685-4c27-8103-40219d73b01c;Quiz 91 - consulter;23;96.83;281
07824e33-2624-4f8f-aded-5a9d1003e6ba;ae2e7107-0bc0-4f5b-8b88-8e128ddffbcd;Quiz 1004 - aile;19;39.73;221
078c203a-6148-428c-9694-5a4eb76a40de;a087a564-c48f-4778-a3c6-380d47e35530;Quiz 2830 - naturellement;13;30.62;-6
078f18d4-07cb-4cb3-ab32-9ac148450fb4;dfbb7843-8f8b-42a7-a498-1fb99cf68bfc;Quiz 4133 - prier;8;37.36;460
079d90a4-ec89-43fa-b035-1f2d67e04dc9;b3860b42-fcea-483c-9790-973c4e44f295;Quiz 3249 - dépasser;8;83.04;-5
07a923e3-2200-4128-bf4a-ae3a43969bca;6d2edd7d-b63e-4ced-af4a-c6342443e9c0;Quiz 4573 - à;29;15.27;-5
07b61683-7c5e-403b-a81e-08a3fefbcce5;46c48689-19b9-48bc-8896-81bc077d8cec;Quiz 4124 - prison;18;19.16;-7
07b6c3dd-f1a3-48b9-bf19-451402fbdfcb;d81ff9f2-1018-4f70-8ef2-9e75a84fcd0c;Quiz 1897 - pourquoi;13;36.32;90
07b6fa5b-0b2f-407e-b3a6-509c33e8034f;07f39f39-77dc-4622-9e59-6680f9853e8f;Quiz 3804 - choix;29;67.33;1
07c482ca-f2ec-4e04-a424-606c3fea3edc;540210fb-1541-40a8-a786-3281540e172a;Quiz 2574 - appeler;7;84.46;-2
07da6fce-bdc0-41df-a53a-20f97587063a;bc47d640-bf67-4ef9-98ff-01c0353538da;Quiz 399 - absolu;24;97.26;52
07e5a0a1-058f-4f78-89bc-e2868c4d190a;ab4ef105-7b04-4aae-a588-fd1273b66231;Quiz 1786 - garder;11;94.27;116
07e945a8-4b69-45d0-8bb9-8167892dcbc8;6f0a3717-7d7c-4ce4-aa62-b6bebe58d122;Quiz 4873 - journal;7;64.76;-6
07f2e7a1-4ab6-4b20-b203-f4b0167fa54c;db968aed-bc1d-4b33-a0d4-126b2446bcc2;Quiz 2671 - cuisine;23;56.74;110
07f66633-9fc5-4012-a210-fd580f473d49;0e36176b-74e6-407a-8d5a-7fb5b4d888b3;Quiz 587 - forêt;8;25.26;56
0810e6b3-5185-4478-97b2-d18b1e10acfa;ec5005b8-9c2f-4414-a385-fba551672d00;Quiz 3100 - rêve;13;11.85;8
081d0f0b-8c6d-46e2-92d9-68dcf2ba1192;eeec9135-a32f-4eb2-be42-1bfaff57eeef;Quiz 3455 - figurer;6;95.13;-5
08208df2-0ae3-4653-b564-aecb9c45f527;54d1172e-da52-44fd-91ff-bca290e5c9a6;Quiz 741 - former;9;17.72;-2
0820d203-7793-40c7-96d2-d8e2ac0b1f2b;e84ee02c-32e2-4d6a-bd0f-6489dea3402d;Quiz 3175 - événement;22;46.7;83
083ca3bf-987f-42e2-b060-f0b762be2fab;4ef0ed94-1a25-4d24-95c0-a9c2c187f11a;Quiz 277 - bataille;30;32.62;-9
08406010-e477-4ca6-9975-a0b0afc0d25c;6f81063f-62dc-4bfc-9c25-15ac80defe66;Quiz 250 - désirer;6;84.75;91
08543c29-0616-46b3-a27f-0eb1f05308de;ce17389f-51e9-4197-bfa2-a9391787074c;Quiz 983 - jeune;9;85.45;238
087708ad-d770-4bb5-acc3-c317d7899bad;601aa86e-5685-4c27-8103-40219d73b01c;Quiz 1525 - usage;9;83.99;269
0879d3ba-04a7-4fd0-945d-87d45c8a0cb5;6f94ec75-dcfc-41c5-9a65-083293647308;Quiz 1909 - hauteur;8;60.29;11
08a46dea-8c7f-453b-b1f8-5d0cbad8ecf1;7ca61a41-ff66-43b0-860c-8f17c3ca176a;Quiz 47 - cerveau;8;56.49;207
08a7a045-b586-468e-875f-651a2d57649e;d007cec4-9a3f-4675-917f-0ee1a875c266;Quiz 747 - choix;8;19.66;120
08ab4f39-0dce-4e74-942a-73bde5259ef9;36ea7c98-135f-46f0-9ed8-1018fc4f7d4b;Quiz 626 - habiller;11;72.68;0
08b73d25-12e0-4e20-9ec1-b15bc3382313;ff9d5d97-b2cf-4bb0-9533-1bbfb2cb35c6;Quiz 3579 - marche;29;17.61;-7
08d43d57-11d2-460d-a9e7-79431bec7434;580e5caf-e175-4317-a9ba-789b3674964d;Quiz 3257 - science;24;86.54;63
08df9d69-9b06-43a2-98ae-a00eb475cf17;c20dec3b-27ec-48b2-a714-2510e68e6e0e;Quiz 4521 - miser;13;63.85;-2
08e6e356-e32e-4d8f-a214-96b1947bccbd;b0c660c8-e3c1-4486-aa21-3501010ababf;Quiz 4974 - fort;18;24.87;457
